song,path_to_wav,artist,artist_genre,genre
A Few Days Ahead,./audio_data/mp3_data/A Few Days Ahead.mp3,Bedford and 7th,,jazz
The Last Verse,./audio_data/mp3_data/The Last Verse.mp3,Joel Lyssarides,background jazzswedish jazz,jazz
In Another Universe,./audio_data/mp3_data/In Another Universe.mp3,Lachlan Wright Trio,background jazz,jazz
Sometimes,./audio_data/mp3_data/Sometimes.mp3,Maurice Font,background jazz,jazz
Our Best Year Yet,./audio_data/mp3_data/Our Best Year Yet.mp3,Andi Weiss Trio,,jazz
Spring Came Early,./audio_data/mp3_data/Spring Came Early.mp3,CMC 3,background jazz,jazz
"I Loves You, Porgy","./audio_data/mp3_data/I Loves You, Porgy.mp3",Keanan Field Group,,jazz
Don't Open Your Eyes,./audio_data/mp3_data/Don't Open Your Eyes.mp3,Vendla,background jazz,jazz
Prelude to a Kiss,./audio_data/mp3_data/Prelude to a Kiss.mp3,Carl Winther,,jazz
Dreamsville,./audio_data/mp3_data/Dreamsville.mp3,Pearl Street Trio,,jazz
Cry Me a River,./audio_data/mp3_data/Cry Me a River.mp3,Kendrettes,,jazz
Momentum,./audio_data/mp3_data/Momentum.mp3,Bill Parker,background jazz,jazz
The Party's Over,./audio_data/mp3_data/The Party's Over.mp3,Billy Hicks Quartet,,jazz
Familiarity,./audio_data/mp3_data/Familiarity.mp3,We Three Trio,background jazz,jazz
Sun Souls,./audio_data/mp3_data/Sun Souls.mp3,Tosh Rhann Band,,jazz
The More I See You,./audio_data/mp3_data/The More I See You.mp3,The Sweetgreens,background jazz,jazz
At Last,./audio_data/mp3_data/At Last.mp3,High North Trio,,jazz
The Folks Who Live on the Hill - Live,./audio_data/mp3_data/The Folks Who Live on the Hill - Live.mp3,Brad Mehldau,contemporary jazzcontemporary post-bopjazzjazz fusionjazz pianomodern jazz piano,jazz
Close Your Eyes,./audio_data/mp3_data/Close Your Eyes.mp3,Saginaw Society,,jazz
I Thought About You,./audio_data/mp3_data/I Thought About You.mp3,Gaige Myers,,jazz
It Never Rains In Florida,./audio_data/mp3_data/It Never Rains In Florida.mp3,Kendrettes,,jazz
Luna,./audio_data/mp3_data/Luna.mp3,Joyce Trio,,jazz
I'm Not Myself Anymore,./audio_data/mp3_data/I'm Not Myself Anymore.mp3,Len Stark Band,,jazz
I'll Only Miss Her,./audio_data/mp3_data/I'll Only Miss Her.mp3,David Hazeltine,background jazzmodern jazz piano,jazz
This Is New,./audio_data/mp3_data/This Is New.mp3,Bernstein Square,,jazz
Open Mind,./audio_data/mp3_data/Open Mind.mp3,Magnus Ringblom Quartet,background jazz,jazz
Nublu,./audio_data/mp3_data/Nublu.mp3,Younglights,,jazz
Your Host,./audio_data/mp3_data/Your Host.mp3,Bill Charlap Trio,jazz trio,jazz
"Oh, You Crazy Moon","./audio_data/mp3_data/Oh, You Crazy Moon.mp3",Chris Memento,,jazz
Coffee Break,./audio_data/mp3_data/Coffee Break.mp3,Vince Glen,background jazz,jazz
Easy Living,./audio_data/mp3_data/Easy Living.mp3,The Bob Davis Group,,jazz
Apple Crumble,./audio_data/mp3_data/Apple Crumble.mp3,Moonlight Jazz Trio,,jazz
For Ellen,./audio_data/mp3_data/For Ellen.mp3,High North Trio,,jazz
Blue Quarter,./audio_data/mp3_data/Blue Quarter.mp3,Cleo Lounge Trio,,jazz
Bag's Groove,./audio_data/mp3_data/Bag's Groove.mp3,Oscar Peterson Trio,adult standardsbebopjazzjazz triostridevocal jazz,jazz
You Go To My Head,./audio_data/mp3_data/You Go To My Head.mp3,Lia Riggs Trio,background jazz,jazz
Darn That Dream,./audio_data/mp3_data/Darn That Dream.mp3,Jan Lundgren Trio,jazz triomodern jazz trioswedish jazz,jazz
Love by the Shore,./audio_data/mp3_data/Love by the Shore.mp3,Aurelius Markus Trio,background jazz,jazz
A Smile on Your Face,./audio_data/mp3_data/A Smile on Your Face.mp3,Sophie Lemon Jazz,,jazz
Come Rain or Come Shine,./audio_data/mp3_data/Come Rain or Come Shine.mp3,Jill & Henry,,jazz
Whatever Possessed Me,./audio_data/mp3_data/Whatever Possessed Me.mp3,More than Jazz,,jazz
I´ll Never Smile Again,./audio_data/mp3_data/I´ll Never Smile Again.mp3,Steve Luke & Holloway,,jazz
All the Stars,./audio_data/mp3_data/All the Stars.mp3,Franklin Trio,background jazz,jazz
I´ll Be Around,./audio_data/mp3_data/I´ll Be Around.mp3,Andreas Gidlund,swedish jazz,jazz
Hoppet,./audio_data/mp3_data/Hoppet.mp3,Måns & Dotter,,jazz
You Left With My Heart Still Yours,./audio_data/mp3_data/You Left With My Heart Still Yours.mp3,Jaden Berry,,jazz
You've Changed,./audio_data/mp3_data/You've Changed.mp3,Keith Jarrett Trio,contemporary jazzecm-style jazzjazzjazz fusionjazz trio,jazz
They Say It's Wonderful,./audio_data/mp3_data/They Say It's Wonderful.mp3,Nouveau Jazz Trio,,jazz
Guidance,./audio_data/mp3_data/Guidance.mp3,Newington Green,background jazz,jazz
Intangible,./audio_data/mp3_data/Intangible.mp3,Coal Diamond Trio,background jazz,jazz
Lady in the Blue Dress,./audio_data/mp3_data/Lady in the Blue Dress.mp3,James Jackson Jazz Trio,background jazz,jazz
Time Remembered,./audio_data/mp3_data/Time Remembered.mp3,Sarah Troedsson,,jazz
Last Dance,./audio_data/mp3_data/Last Dance.mp3,Andy Goodman,background jazz,jazz
The End Of A Love Affair,./audio_data/mp3_data/The End Of A Love Affair.mp3,Cedar Wright,,jazz
Georgia On My Mind,./audio_data/mp3_data/Georgia On My Mind.mp3,Nouveau Jazz Trio,,jazz
You're Good to Me,./audio_data/mp3_data/You're Good to Me.mp3,Three Four Trio,,jazz
I've Grown Accustomed to Her Face,./audio_data/mp3_data/I've Grown Accustomed to Her Face.mp3,Brad Mehldau Trio,contemporary jazzjazzjazz fusionjazz triomodern jazz trio,jazz
Pink Balloons,./audio_data/mp3_data/Pink Balloons.mp3,Manuel Cali Band,background jazz,jazz
September Song,./audio_data/mp3_data/September Song.mp3,Meadow Park,,jazz
What A Wonderful World,./audio_data/mp3_data/What A Wonderful World.mp3,Ola W Jansson,background jazzchristmas instrumental,jazz
Going Our Separate Ways,./audio_data/mp3_data/Going Our Separate Ways.mp3,Dusty Diamond Trio,,jazz
Steps Ahead,./audio_data/mp3_data/Steps Ahead.mp3,Joyce Trio,,jazz
Caerulea,./audio_data/mp3_data/Caerulea.mp3,Bladverk Band,background jazz,jazz
Under the same roof,./audio_data/mp3_data/Under the same roof.mp3,Krista Lake Band,,jazz
For All We Know,./audio_data/mp3_data/For All We Know.mp3,Hudson Harris & Haim,background jazz,jazz
London Plane,./audio_data/mp3_data/London Plane.mp3,Light Hands Trio,,jazz
Slippers and Cocoa,./audio_data/mp3_data/Slippers and Cocoa.mp3,Three Four Trio,,jazz
What Are You Doing The Rest Of Your Life?,./audio_data/mp3_data/What Are You Doing The Rest Of Your Life.mp3,Bill Charlap Trio,jazz trio,jazz
Soft Like Rain,./audio_data/mp3_data/Soft Like Rain.mp3,Anita Rosswell,,jazz
Isn't It Romantic,./audio_data/mp3_data/Isn't It Romantic.mp3,Jasmine Patterson,,jazz
Where Or When,./audio_data/mp3_data/Where Or When.mp3,Nelly Vernon,,jazz
Soul Eyes,./audio_data/mp3_data/Soul Eyes.mp3,Juraj Stanik Trio,,jazz
Train Of Thought,./audio_data/mp3_data/Train Of Thought.mp3,High North Trio,,jazz
Moment To Moment,./audio_data/mp3_data/Moment To Moment.mp3,Theo Rollins,,jazz
Butterfly Princess,./audio_data/mp3_data/Butterfly Princess.mp3,Midnight Sound Band,background jazz,jazz
Deep In A Dream,./audio_data/mp3_data/Deep In A Dream.mp3,LaSalle Street Trio,background jazz,jazz
"Gee Baby, Ain't I Good To You","./audio_data/mp3_data/Gee Baby, Ain't I Good To You.mp3",Sonny Clark,bebopcontemporary post-bophard bopjazzjazz pianostride,jazz
Johnny Come Lately,./audio_data/mp3_data/Johnny Come Lately.mp3,John B. Stewart,,jazz
The Law of Attraction,./audio_data/mp3_data/The Law of Attraction.mp3,Southside Trio,,jazz
Sleep Paralysis,./audio_data/mp3_data/Sleep Paralysis.mp3,The City of Birches,background jazz,jazz
Bella's Smile,./audio_data/mp3_data/Bella's Smile.mp3,James Jackson Jazz Trio,background jazz,jazz
In the Days of our Love,./audio_data/mp3_data/In the Days of our Love.mp3,Newington Green,background jazz,jazz
Monk's Mood,./audio_data/mp3_data/Monk's Mood.mp3,Billy Hicks Quartet,,jazz
Sweetest Somebody I Know,./audio_data/mp3_data/Sweetest Somebody I Know.mp3,Nelson Rangell,smooth jazzsmooth saxophone,jazz
Big Shot,./audio_data/mp3_data/Big Shot.mp3,3rd Force,smooth jazz,jazz
The B Spot,./audio_data/mp3_data/The B Spot.mp3,Byron Miller,smooth jazz,jazz
Black Dynamite,./audio_data/mp3_data/Black Dynamite.mp3,Julian Vaughn,smooth jazz,jazz
Fall For You,./audio_data/mp3_data/Fall For You.mp3,Blake Aaron,smooth jazz,jazz
BLUE MOON,./audio_data/mp3_data/BLUE MOON.mp3,Skinny Hightower,smooth jazz,jazz
Valentin Dream (feat. Bob Baldwin),./audio_data/mp3_data/Valentin Dream (feat. Bob Baldwin).mp3,Ragan Whiteside,smooth jazz,jazz
Stylin',./audio_data/mp3_data/Stylin'.mp3,Gregory Goodloe,smooth jazz,jazz
Blues for Jeff,./audio_data/mp3_data/Blues for Jeff.mp3,Paul Brown,smooth jazz,jazz
Thicker Than Water,./audio_data/mp3_data/Thicker Than Water.mp3,Brian Bromberg,electric bassjazz fusionsmooth jazz,jazz
Listen to This,./audio_data/mp3_data/Listen to This.mp3,Lisa Addeo,,jazz
Seventh Heaven (feat. Jeff Golub),./audio_data/mp3_data/Seventh Heaven (feat. Jeff Golub).mp3,Avenue Blue (Featuring Jeff Golub),,jazz
Release,./audio_data/mp3_data/Release.mp3,Lin Rountree,smooth jazz,jazz
Bittersweet,./audio_data/mp3_data/Bittersweet.mp3,Skinny Hightower,smooth jazz,jazz
Happy Go Lucky,./audio_data/mp3_data/Happy Go Lucky.mp3,Paul Hardcastle,smooth jazz,jazz
Afternoon Delight,./audio_data/mp3_data/Afternoon Delight.mp3,Julian Vaughn,smooth jazz,jazz
His Coolness,./audio_data/mp3_data/His Coolness.mp3,Alex Bugnon,smooth jazz,jazz
Expedition,./audio_data/mp3_data/Expedition.mp3,Skinny Hightower,smooth jazz,jazz
JJ's Strut (Radio Single),./audio_data/mp3_data/JJ's Strut (Radio Single).mp3,Ragan Whiteside,smooth jazz,jazz
Around the Block,./audio_data/mp3_data/Around the Block.mp3,Phil Denny,smooth jazz,jazz
Shine,./audio_data/mp3_data/Shine.mp3,Jarez,smooth saxophone,jazz
Let It Shine,./audio_data/mp3_data/Let It Shine.mp3,Tim Bowman,smooth jazz,jazz
I Remember You,./audio_data/mp3_data/I Remember You.mp3,Ronny Jordan,smooth jazz,jazz
Sundance,./audio_data/mp3_data/Sundance.mp3,Boney James,smooth jazzsmooth saxophone,jazz
Gypsy Soul,./audio_data/mp3_data/Gypsy Soul.mp3,Althea Rene,deep smooth jazzjazz flutesmooth jazz,jazz
Lip Service,./audio_data/mp3_data/Lip Service.mp3,Richard Elliot,smooth jazzsmooth saxophone,jazz
Mr Kool,./audio_data/mp3_data/Mr Kool.mp3,Jim Richter,,jazz
Static in the Attic,./audio_data/mp3_data/Static in the Attic.mp3,Chris Standring,smooth jazz,jazz
Perfect Sunday,./audio_data/mp3_data/Perfect Sunday.mp3,Carol Albert,,jazz
Can You Feel It,./audio_data/mp3_data/Can You Feel It.mp3,Adam Hawley,smooth jazz,jazz
Lucy,./audio_data/mp3_data/Lucy.mp3,Dave Sereny,deep smooth jazz,jazz
Revolving Door,./audio_data/mp3_data/Revolving Door.mp3,Joyce Cooling,jazz guitarsmooth jazz,jazz
Summer Nights,./audio_data/mp3_data/Summer Nights.mp3,Nils,smooth jazz,jazz
Fluid,./audio_data/mp3_data/Fluid.mp3,Lin Rountree,smooth jazz,jazz
Undun,./audio_data/mp3_data/Undun.mp3,Steve Cole,smooth jazzsmooth saxophone,jazz
Hope,./audio_data/mp3_data/Hope.mp3,Gerald Albright,jazz saxophonesmooth jazzsmooth saxophone,jazz
Into The Night,./audio_data/mp3_data/Into The Night.mp3,Urban Jazz Coalition,deep smooth jazzsmooth jazz,jazz
Bass Trap,./audio_data/mp3_data/Bass Trap.mp3,Julian Vaughn,smooth jazz,jazz
Can't Stop,./audio_data/mp3_data/Can't Stop.mp3,Adam Hawley,smooth jazz,jazz
Space Maneuvers,./audio_data/mp3_data/Space Maneuvers.mp3,Loop Schrauber,lo-fi jazzhop,jazz
Flowers,./audio_data/mp3_data/Flowers.mp3,Goldenninjah,lo-fi beats,jazz
Yama,./audio_data/mp3_data/Yama.mp3,Grmmr.126,lo-fi jazzhop,jazz
Catch-A-Bus,./audio_data/mp3_data/Catch-A-Bus.mp3,Dualizm,lo-fi jazzhop,jazz
Himawari,./audio_data/mp3_data/Himawari.mp3,lōland,,jazz
Pensive,./audio_data/mp3_data/Pensive.mp3,RLLBTS,focus beatslo-fi jazzhop,jazz
Crescent Moon,./audio_data/mp3_data/Crescent Moon.mp3,Alecs DeLarge,,jazz
Don't Go,./audio_data/mp3_data/Don't Go.mp3,sloh rou,lo-fi jazzhop,jazz
Austice,./audio_data/mp3_data/Austice.mp3,Toonorth,chillhoplo-fi beats,jazz
Walkin,./audio_data/mp3_data/Walkin.mp3,Jazzy James,lo-fi jazzhop,jazz
Big City Vibe,./audio_data/mp3_data/Big City Vibe.mp3,Funky Notes,,jazz
Pink Hair,./audio_data/mp3_data/Pink Hair.mp3,SamuW,lo-fi jazzhop,jazz
Nemex 36,./audio_data/mp3_data/Nemex 36.mp3,Grmmr.126,lo-fi jazzhop,jazz
Pinus,./audio_data/mp3_data/Pinus.mp3,Wun Two,chillhoplo-fi beats,jazz
Windmills,./audio_data/mp3_data/Windmills.mp3,KaspaHauser,lo-fi jazzhop,jazz
Whose Blues,./audio_data/mp3_data/Whose Blues.mp3,EMERLD,chillhop,jazz
Notice Me - Instrumental,./audio_data/mp3_data/Notice Me - Instrumental.mp3,High John,lo-fi beatslo-fi jazzhop,jazz
Taribo,./audio_data/mp3_data/Taribo.mp3,Khutko,lo-fi jazzhop,jazz
Afrodisiac,./audio_data/mp3_data/Afrodisiac.mp3,Knowsum,chillhopjazz boom baplo-fi jazzhop,jazz
Wunder Süper,./audio_data/mp3_data/Wunder Süper.mp3,Hulk Hodn,abstract beatsjazz boom bap,jazz
Lazy Sunday Jazz,./audio_data/mp3_data/Lazy Sunday Jazz.mp3,IAMPAUL,lo-fi jazzhop,jazz
sentiments,./audio_data/mp3_data/sentiments.mp3,farewell,lo-fi jazzhop,jazz
Golden Route,./audio_data/mp3_data/Golden Route.mp3,Schmiddunsk,,jazz
Sweet Sunset,./audio_data/mp3_data/Sweet Sunset.mp3,Iassu,,jazz
In Between,./audio_data/mp3_data/In Between.mp3,Zen Park,lo-fi jazzhop,jazz
Reverie,./audio_data/mp3_data/Reverie.mp3,Spectateur,hip-hop experimentallo-fi jazzhop,jazz
Warm Flicker,./audio_data/mp3_data/Warm Flicker.mp3,rocomoco,lo-fi jazzhop,jazz
broadway street,./audio_data/mp3_data/broadway street.mp3,farewell,lo-fi jazzhop,jazz
Da Wes Sht,./audio_data/mp3_data/Da Wes Sht.mp3,Gesmis,lo-fi jazzhop,jazz
what (it's precious),./audio_data/mp3_data/what (it's precious).mp3,Elior,lo-fi beatslo-fi jazzhop,jazz
Suave Park,./audio_data/mp3_data/Suave Park.mp3,Noflik,lo-fi brasileirolo-fi jazzhop,jazz
Lazee,./audio_data/mp3_data/Lazee.mp3,JAY VANILLA,lo-fi jazzhop,jazz
Patterns,./audio_data/mp3_data/Patterns.mp3,Hugo,,jazz
moonlights,./audio_data/mp3_data/moonlights.mp3,Oilix,lo-fi jazzhop,jazz
Breeze,./audio_data/mp3_data/Breeze.mp3,Mylo B,focus beatslo-fi jazzhop,jazz
If Only,./audio_data/mp3_data/If Only.mp3,Tabi,lo-fi jazzhop,jazz
Corals,./audio_data/mp3_data/Corals.mp3,Mujo,japanese chillhoplo-fi beats,jazz
Serendipity,./audio_data/mp3_data/Serendipity.mp3,Funcc.,focus beatslo-fi jazzhop,jazz
Never Forget Where You Came From,./audio_data/mp3_data/Never Forget Where You Came From.mp3,High John,lo-fi beatslo-fi jazzhop,jazz
Diamond In The Back,./audio_data/mp3_data/Diamond In The Back.mp3,Lamar Azul,focus beatslo-fi jazzhop,jazz
Quiet Times,./audio_data/mp3_data/Quiet Times.mp3,Maple Syrup,chillhopjazz boom baplo-fi jazzhop,jazz
Deserve It,./audio_data/mp3_data/Deserve It.mp3,CrazyJaZz,focus beatslo-fi jazzhop,jazz
Orion,./audio_data/mp3_data/Orion.mp3,Hans Hu$tle,lo-fi jazzhop,jazz
Bout A Thing,./audio_data/mp3_data/Bout A Thing.mp3,Terce S.,lo-fi jazzhop,jazz
Blinker,./audio_data/mp3_data/Blinker.mp3,Khutko,lo-fi jazzhop,jazz
I Like It,./audio_data/mp3_data/I Like It.mp3,Peter Kind,lo-fi jazzhop,jazz
Love Heals,./audio_data/mp3_data/Love Heals.mp3,Zmeyev,chillhoplo-fi jazzhop,jazz
Aurora,./audio_data/mp3_data/Aurora.mp3,milligon,,jazz
See Jay,./audio_data/mp3_data/See Jay.mp3,Nokiaa,chillhoplo-fi beats,jazz
Jupiter's Moon,./audio_data/mp3_data/Jupiter's Moon.mp3,SamuW,lo-fi jazzhop,jazz
It's All Good,./audio_data/mp3_data/It's All Good.mp3,KaspaHauser,lo-fi jazzhop,jazz
Funky Wizard,./audio_data/mp3_data/Funky Wizard.mp3,MAFFYN,lo-fi jazzhop,jazz
California Sunset,./audio_data/mp3_data/California Sunset.mp3,Soul Legend,lo-fi jazzhop,jazz
Suzu X,./audio_data/mp3_data/Suzu X.mp3,Grmmr.126,lo-fi jazzhop,jazz
NY Nostalgia,./audio_data/mp3_data/NY Nostalgia.mp3,mädmäx,lo-fi jazzhop,jazz
Satin,./audio_data/mp3_data/Satin.mp3,Nokiaa,chillhoplo-fi beats,jazz
Evenings,./audio_data/mp3_data/Evenings.mp3,Mr. Käfer,chillhopjazz boom baplo-fi jazzhop,jazz
Jezerro,./audio_data/mp3_data/Jezerro.mp3,ØDYSSEE,chillhopjazz boom baplo-fi beatslo-fi jazzhop,jazz
Beacon,./audio_data/mp3_data/Beacon.mp3,Pawcut,,jazz
Inglewood,./audio_data/mp3_data/Inglewood.mp3,Don Fizzy,lo-fi jazzhop,jazz
Bokeh,./audio_data/mp3_data/Bokeh.mp3,No Mic,lo-fi jazzhop,jazz
Windows,./audio_data/mp3_data/Windows.mp3,Vincent Rayn,lo-fi jazzhop,jazz
Velvet,./audio_data/mp3_data/Velvet.mp3,Nokiaa,chillhoplo-fi beats,jazz
Long Way Home,./audio_data/mp3_data/Long Way Home.mp3,Hoffy Beats,lo-fi jazzhop,jazz
Pockets,./audio_data/mp3_data/Pockets.mp3,Strong Maurice,,jazz
Night Jam,./audio_data/mp3_data/Night Jam.mp3,Floating Anarchy,,jazz
Clocks,./audio_data/mp3_data/Clocks.mp3,xander.,,jazz
Monro Beach,./audio_data/mp3_data/Monro Beach.mp3,Oslo,lo-fi jazzhop,jazz
Arcade,./audio_data/mp3_data/Arcade.mp3,Flingu,,jazz
brush strokes.,./audio_data/mp3_data/brush strokes..mp3,MF Eistee,jazz boom baplo-fi jazzhop,jazz
Something Between Us,./audio_data/mp3_data/Something Between Us.mp3,Sátyr,lo-fi jazzhop,jazz
Hidden Joys,./audio_data/mp3_data/Hidden Joys.mp3,7apes,lo-fi jazzhop,jazz
Red Canyon,./audio_data/mp3_data/Red Canyon.mp3,Phlocalyst,,jazz
Rest,./audio_data/mp3_data/Rest.mp3,Ozelot,lo-fi jazzhop,jazz
Magnifying,./audio_data/mp3_data/Magnifying.mp3,Sam Cross,lo-fi jazzhop,jazz
Bridging Divides,./audio_data/mp3_data/Bridging Divides.mp3,RINZ.,lo-fi jazzhop,jazz
Stellar,./audio_data/mp3_data/Stellar.mp3,SamuW,lo-fi jazzhop,jazz
Point Nemo With You,./audio_data/mp3_data/Point Nemo With You.mp3,Wolberts,,jazz
Into the Night,./audio_data/mp3_data/Into the Night.mp3,Leo Motta,focus beatslo-fi jazzhop,jazz
Tequila at midnight,./audio_data/mp3_data/Tequila at midnight.mp3,Wataru Fujiwara,,jazz
Jonfidence,./audio_data/mp3_data/Jonfidence.mp3,Loop Schrauber,lo-fi jazzhop,jazz
Dirty Neon,./audio_data/mp3_data/Dirty Neon.mp3,damaa.beats,lo-fi jazzhop,jazz
Daylit,./audio_data/mp3_data/Daylit.mp3,Konteks,chillhoplo-fi beatslo-fi jazzhop,jazz
Cloudberry,./audio_data/mp3_data/Cloudberry.mp3,FloFilz,chillhopjazz boom baplo-fi beats,jazz
Gouache,./audio_data/mp3_data/Gouache.mp3,DRWN.,chillhoplo-fi beatslo-fi jazzhop,jazz
It's Our Time,./audio_data/mp3_data/It's Our Time.mp3,Platinum Dust,lo-fi jazzhop,jazz
Raspberry Dream,./audio_data/mp3_data/Raspberry Dream.mp3,SamuW,lo-fi jazzhop,jazz
Daydreams,./audio_data/mp3_data/Daydreams.mp3,Stan Forebee,chillhopjazz boom baplo-fi beatslo-fi jazzhop,jazz
On My Way,./audio_data/mp3_data/On My Way.mp3,RINZ.,lo-fi jazzhop,jazz
spring breeze,./audio_data/mp3_data/spring breeze.mp3,yeyts.,chillhopfocus beatsjazz boom baplo-fi beatslo-fi jazzhop,jazz
Beach Flowers,./audio_data/mp3_data/Beach Flowers.mp3,Mujo,japanese chillhoplo-fi beats,jazz
fresh brew,./audio_data/mp3_data/fresh brew.mp3,UKDD,lo-fi beatslo-fi jazzhop,jazz
Silk,./audio_data/mp3_data/Silk.mp3,Seb Zillner,lo-fi jazzhop,jazz
Lazy Afternoon,./audio_data/mp3_data/Lazy Afternoon.mp3,Marcos Caixa,lo-fi jazzhop,jazz
Midnight Cruisin',./audio_data/mp3_data/Midnight Cruisin'.mp3,Soul Legend,lo-fi jazzhop,jazz
Dumptydum,./audio_data/mp3_data/Dumptydum.mp3,JAY VANILLA,lo-fi jazzhop,jazz
Sun Touch,./audio_data/mp3_data/Sun Touch.mp3,Rudy Raw,lo-fi jazzhop,jazz
effervescent,./audio_data/mp3_data/effervescent.mp3,Lamar Azul,focus beatslo-fi jazzhop,jazz
Giant Steps - 2020 Remaster,./audio_data/mp3_data/Giant Steps - 2020 Remaster.mp3,John Coltrane,bebopfree jazzjazzjazz saxophone,jazz
"Take the ""A"" Train",./audio_data/mp3_data/Take the A Train.mp3,Duke Ellington,adult standardsafrican-american classicalbig bandharlem renaissancejazzjazz pianoswingvocal jazz,jazz
But Not For Me - Vocal Version,./audio_data/mp3_data/But Not For Me - Vocal Version.mp3,Chet Baker,adult standardscool jazzjazzjazz trumpetloungevocal jazz,jazz
St. Thomas,./audio_data/mp3_data/St. Thomas.mp3,Sonny Rollins,bebopbig bandcontemporary post-bophard bopjazzjazz fusionjazz saxophone,jazz
Salt Peanuts,./audio_data/mp3_data/Salt Peanuts.mp3,Dizzy Gillespie,bebopbig bandjazzjazz fusionjazz trumpetswingvocal jazz,jazz
Windows,./audio_data/mp3_data/Windows.mp3,Chick Corea,contemporary jazzcontemporary post-bopecm-style jazzjazzjazz fusionjazz pianouk contemporary jazz,jazz
Four,./audio_data/mp3_data/Four.mp3,Miles Davis Quintet,bebopcool jazzhard bopjazzjazz fusion,jazz
Senor Mouse,./audio_data/mp3_data/Senor Mouse.mp3,Gary Burton,contemporary jazzecm-style jazzjazzjazz fusionjazz vibraphone,jazz
There's No Business Like Show Business,./audio_data/mp3_data/There's No Business Like Show Business.mp3,Sonny Rollins,bebopbig bandcontemporary post-bophard bopjazzjazz fusionjazz saxophone,jazz
"On Green Dolphin Street (feat. John Coltrane, Cannonball Adderley & Bill Evans)","./audio_data/mp3_data/On Green Dolphin Street (feat. John Coltrane, Cannonball Adderley & Bill Evans).mp3",Miles Davis,cool jazzhard bopjazzjazz fusionjazz trumpetuk contemporary jazz,jazz
Night And Day,./audio_data/mp3_data/Night And Day.mp3,Ella Fitzgerald,adult standardsjazz bluesloungeswingvocal jazz,jazz
"Straight, No Chaser","./audio_data/mp3_data/Straight, No Chaser.mp3",Thelonious Monk,bebopjazzjazz piano,jazz
Moanin' - Remastered,./audio_data/mp3_data/Moanin' - Remastered.mp3,Art Blakey,bebopbig bandcontemporary post-bophard bopjazzjazz drumsjazz fusion,jazz
Blue Rondo à la Turk,./audio_data/mp3_data/Blue Rondo à la Turk.mp3,The Dave Brubeck Quartet,bebopjazzjazz quartet,jazz
Quick Trick,./audio_data/mp3_data/Quick Trick.mp3,Art Blakey & The Jazz Messengers,bebophard bopjazzjazz drumsjazz fusion,jazz
Mean To Me - Remastered/1998,./audio_data/mp3_data/Mean To Me - Remastered1998.mp3,Dean Martin,adult standardseasy listeninglounge,jazz
Blue Train - Remastered 2003,./audio_data/mp3_data/Blue Train - Remastered 2003.mp3,John Coltrane,bebopfree jazzjazzjazz saxophone,jazz
It's A Lovely Day Today,./audio_data/mp3_data/It's A Lovely Day Today.mp3,Ella Fitzgerald,adult standardsjazz bluesloungeswingvocal jazz,jazz
Blue Moon,./audio_data/mp3_data/Blue Moon.mp3,Billie Holiday,adult standardsharlem renaissancejazzjazz bluesloungesoultorch songvocal jazz,jazz
Tell Me a Bedtime Story,./audio_data/mp3_data/Tell Me a Bedtime Story.mp3,Herbie Hancock,contemporary post-bopinstrumental funkjazzjazz funkjazz fusionjazz pianouk contemporary jazz,jazz
Better Git It in Your Soul,./audio_data/mp3_data/Better Git It in Your Soul.mp3,Charles Mingus,avant-garde jazzbebopcontemporary post-bopcool jazzelectric bassfree jazzhard bopjazzjazz double bassjazz fusion,jazz
Joy Spring,./audio_data/mp3_data/Joy Spring.mp3,Clifford Brown,bebopbig bandhard bopjazzjazz fusionjazz trumpetswing,jazz
Cloe,./audio_data/mp3_data/Cloe.mp3,Joe Pass,bebopjazzjazz fusionjazz guitar,jazz
Blue Bossa - Remastered,./audio_data/mp3_data/Blue Bossa - Remastered.mp3,Joe Henderson,avant-garde jazzbebopbig bandcontemporary jazzcontemporary post-bopfree jazzhard bopjapanese jazzjazzjazz funkjazz fusionjazz saxophonesoul jazzuk contemporary jazz,jazz
Watermelon Man - Remastered,./audio_data/mp3_data/Watermelon Man - Remastered.mp3,Herbie Hancock,contemporary post-bopinstrumental funkjazzjazz funkjazz fusionjazz pianouk contemporary jazz,jazz
"A Love Supreme, Pt. II - Resolution","./audio_data/mp3_data/A Love Supreme, Pt. II - Resolution.mp3",John Coltrane,bebopfree jazzjazzjazz saxophone,jazz
Fly Me To The Moon,./audio_data/mp3_data/Fly Me To The Moon.mp3,Frank Sinatra,adult standardseasy listeninglounge,jazz
Four Brothers,./audio_data/mp3_data/Four Brothers.mp3,Art Pepper,bebopcontemporary post-bopcool jazzhard bopjazzjazz saxophone,jazz
Hipsippy Blues,./audio_data/mp3_data/Hipsippy Blues.mp3,Art Blakey & The Jazz Messengers,bebophard bopjazzjazz drumsjazz fusion,jazz
Never Will I Marry,./audio_data/mp3_data/Never Will I Marry.mp3,Cannonball Adderley,bebopbig bandcool jazzhard bopjazzjazz bluesvocal jazz,jazz
Tenor Madness - Rudy Van Gelder Remaster,./audio_data/mp3_data/Tenor Madness - Rudy Van Gelder Remaster.mp3,Sonny Rollins Quartet,jazz quartet,jazz
