song,path_to_wav,artist,artist_genre,genre
Rookie Of The Year,./audio_data/mp3_data/Rookie Of The Year.mp3,Funeral For A Friend,post-hardcorescreamouk post-hardcore,rock
Cool Cat - Remastered 2011,./audio_data/mp3_data/Cool Cat - Remastered 2011.mp3,Queen,classic rockglam rockrock,rock
Mornin',./audio_data/mp3_data/Mornin'.mp3,Al Jarreau,adult standardsquiet stormsmooth jazzsoft rockyacht rock,rock
Human Nature,./audio_data/mp3_data/Human Nature.mp3,Michael Jackson,popr&bsoul,rock
After the Love Has Gone,./audio_data/mp3_data/After the Love Has Gone.mp3,"Earth, Wind & Fire",discofunkjazz funkquiet stormsoul,rock
Reelin' In The Years,./audio_data/mp3_data/Reelin' In The Years.mp3,Steely Dan,album rockart rockblues rockclassic rockcountry rockfolk rockmellow goldpsychedelic rockrockroots rocksoft rockyacht rock,rock
Just the Two of Us,./audio_data/mp3_data/Just the Two of Us.mp3,"Grover Washington, Jr.",,rock
Slow Hand,./audio_data/mp3_data/Slow Hand.mp3,The Pointer Sisters,dance popdiscogirl grouphi-nrgmellow goldnew wave popquiet stormsoft rock,rock
Brandy (You're a Fine Girl),./audio_data/mp3_data/Brandy (You're a Fine Girl).mp3,Looking Glass,soft rocksunshine pop,rock
Peg,./audio_data/mp3_data/Peg.mp3,Steely Dan,album rockart rockblues rockclassic rockcountry rockfolk rockmellow goldpsychedelic rockrockroots rocksoft rockyacht rock,rock
Let's Go Up,./audio_data/mp3_data/Let's Go Up.mp3,Diana Ross,adult standardsdiscomotownquiet stormsoul,rock
"Baby, Come To Me","./audio_data/mp3_data/Baby, Come To Me.mp3",Patti Austin,adult standardsquiet stormsoft rockyacht rock,rock
Lucky,./audio_data/mp3_data/Lucky.mp3,Brenda Russell,quiet stormsmooth jazzurban contemporary,rock
Hold the Line,./audio_data/mp3_data/Hold the Line.mp3,TOTO,album rockclassic rockmellow goldrocksoft rockyacht rock,rock
You Can't Change That,./audio_data/mp3_data/You Can't Change That.mp3,Raydio,yacht rock,rock
You Make My Dreams (Come True),./audio_data/mp3_data/You Make My Dreams (Come True).mp3,Daryl Hall & John Oates,album rockclassic rockmellow goldrocksoft rockyacht rock,rock
Too Hot,./audio_data/mp3_data/Too Hot.mp3,Kool & The Gang,discofunkquiet stormsoul,rock
Lido Shuffle,./audio_data/mp3_data/Lido Shuffle.mp3,Boz Scaggs,adult standardsalbum rockart rockclassic rockclassic uk popcountry rockfolkfolk rockmellow goldsinger-songwritersoft rockyacht rock,rock
Lazy Nina,./audio_data/mp3_data/Lazy Nina.mp3,Greg Phillinganes,yacht rock,rock
Thunder Island,./audio_data/mp3_data/Thunder Island.mp3,Jay Ferguson,yacht rock,rock
MARGARITA,./audio_data/mp3_data/MARGARITA.mp3,Marc Jordan,deep soft rockyacht rock,rock
The Way I Feel,./audio_data/mp3_data/The Way I Feel.mp3,Adrian Gurvitz,yacht rock,rock
Casablanca,./audio_data/mp3_data/Casablanca.mp3,Dane Donohue,deep soft rockyacht rock,rock
That's How You Start Over,./audio_data/mp3_data/That's How You Start Over.mp3,Diana Ross,adult standardsdiscomotownquiet stormsoul,rock
Everywhere - 2017 Remaster,./audio_data/mp3_data/Everywhere - 2017 Remaster.mp3,Fleetwood Mac,album rockclassic rockmellow goldrocksoft rockyacht rock,rock
Love Will Keep Us Together,./audio_data/mp3_data/Love Will Keep Us Together.mp3,Captain & Tennille,adult standardsbrill building popbubblegum popcountry rockdiscofolk rockmellow goldsoft rockyacht rock,rock
Take It Easy - 2013 Remaster,./audio_data/mp3_data/Take It Easy - 2013 Remaster.mp3,Eagles,album rockclassic rockcountry rockfolk rockheartland rockmellow goldrocksoft rockyacht rock,rock
Escape (The Pina Colada Song),./audio_data/mp3_data/Escape (The Pina Colada Song).mp3,Rupert Holmes,soft rockyacht rock,rock
Steal Away - Remastered,./audio_data/mp3_data/Steal Away - Remastered.mp3,Robbie Dupree,soft rockyacht rock,rock
Easy Lover,./audio_data/mp3_data/Easy Lover.mp3,Philip Bailey,yacht rock,rock
Get Used to It,./audio_data/mp3_data/Get Used to It.mp3,Roger Voudouris,deep soft rockyacht rock,rock
Alibis,./audio_data/mp3_data/Alibis.mp3,Sérgio Mendes,bossa novabrazilian jazzsamba,rock
Right Down the Line,./audio_data/mp3_data/Right Down the Line.mp3,Gerry Rafferty,album rockart rockclassic rockclassic uk popcountry rockfolk rockmellow goldsoft rock,rock
FM,./audio_data/mp3_data/FM.mp3,Steely Dan,album rockart rockblues rockclassic rockcountry rockfolk rockmellow goldpsychedelic rockrockroots rocksoft rockyacht rock,rock
Nothin' But a Heartache,./audio_data/mp3_data/Nothin' But a Heartache.mp3,The Pointer Sisters,dance popdiscogirl grouphi-nrgmellow goldnew wave popquiet stormsoft rock,rock
Got to Be Lovin' You,./audio_data/mp3_data/Got to Be Lovin' You.mp3,Erik Tagg,deep soft rock,rock
What a Fool Believes,./audio_data/mp3_data/What a Fool Believes.mp3,The Doobie Brothers,album rockart rockblues rockclassic rockcountry rockfolk rockhard rockheartland rockmellow goldrocksoft rockyacht rock,rock
"Lovin', Touchin', Squeezin'","./audio_data/mp3_data/Lovin', Touchin', Squeezin'.mp3",Journey,album rockclassic rockhard rockmellow goldrocksoft rock,rock
Trouble in Paradise,./audio_data/mp3_data/Trouble in Paradise.mp3,Al Jarreau,adult standardsquiet stormsmooth jazzsoft rockyacht rock,rock
Magic,./audio_data/mp3_data/Magic.mp3,Olivia Newton-John,adult standardsaustralian dancebubblegum popdiscoeuropopmellow goldnew wave popsoft rock,rock
Rosanna,./audio_data/mp3_data/Rosanna.mp3,TOTO,album rockclassic rockmellow goldrocksoft rockyacht rock,rock
If I Saw You Again,./audio_data/mp3_data/If I Saw You Again.mp3,Pages,deep soft rockyacht rock,rock
Hey Nineteen,./audio_data/mp3_data/Hey Nineteen.mp3,Steely Dan,album rockart rockblues rockclassic rockcountry rockfolk rockmellow goldpsychedelic rockrockroots rocksoft rockyacht rock,rock
My Baby,./audio_data/mp3_data/My Baby.mp3,David Pack,deep soft rockyacht rock,rock
Nothin' You Can Do About It,./audio_data/mp3_data/Nothin' You Can Do About It.mp3,Airplay,deep soft rockyacht rock,rock
Tranquillo (Melt My Heart),./audio_data/mp3_data/Tranquillo (Melt My Heart).mp3,Carly Simon,adult standardsbrill building popclassic rockclassic uk popcountry rockfolkfolk rockmellow goldsinger-songwritersoft rock,rock
Seeing Is Believing,./audio_data/mp3_data/Seeing Is Believing.mp3,Paulinho Da Costa,deep soft rockyacht rock,rock
Takin' It to the Streets,./audio_data/mp3_data/Takin' It to the Streets.mp3,The Doobie Brothers,album rockart rockblues rockclassic rockcountry rockfolk rockhard rockheartland rockmellow goldrocksoft rockyacht rock,rock
Reminiscing - Remastered,./audio_data/mp3_data/Reminiscing - Remastered.mp3,Little River Band,album rockart rockclassic rockcountry rockfolk rockmellow goldrocksoft rockyacht rock,rock
Satisfaction,./audio_data/mp3_data/Satisfaction.mp3,Bill Champlin,deep soft rockyacht rock,rock
Save It For A Rainy Day,./audio_data/mp3_data/Save It For A Rainy Day.mp3,Stephen Bishop,adult standardscountry rockfolk rockmellow goldsoft rockyacht rock,rock
Eveready Man,./audio_data/mp3_data/Eveready Man.mp3,Lakeside,classic souldiscoelectrofunkpost-discoquiet stormsoulurban contemporary,rock
For You,./audio_data/mp3_data/For You.mp3,Dionne Warwick,adult standardsbrill building popdiscoloungemellow goldquiet stormsoft rocksoul,rock
Africa,./audio_data/mp3_data/Africa.mp3,TOTO,album rockclassic rockmellow goldrocksoft rockyacht rock,rock
On the Wing,./audio_data/mp3_data/On the Wing.mp3,Crackin',deep soft rockyacht rock,rock
Float On By,./audio_data/mp3_data/Float On By.mp3,Rhythm Heritage,rare groove,rock
Nobody's Business,./audio_data/mp3_data/Nobody's Business.mp3,Maxus,deep soft rockyacht rock,rock
"Whenever I Call You ""Friend"" (feat. Stevie Nicks)",./audio_data/mp3_data/Whenever I Call You Friend (feat. Stevie Nicks).mp3,Kenny Loggins,album rockclassic rockmellow goldnew wave popsoft rockyacht rock,rock
Baby Come Back,./audio_data/mp3_data/Baby Come Back.mp3,Player,mellow goldsoft rockyacht rock,rock
Summer Breeze,./audio_data/mp3_data/Summer Breeze.mp3,Seals and Crofts,adult standardsalbum rockbubblegum popclassic rockcountry rockfolk rockmellow goldsinger-songwritersoft rockyacht rock,rock
My Love Is Forever,./audio_data/mp3_data/My Love Is Forever.mp3,Prince,funkfunk rockminneapolis soundsynth funk,rock
Lovely Day,./audio_data/mp3_data/Lovely Day.mp3,Bill Withers,funkquiet stormsoul,rock
Boys of Autumn,./audio_data/mp3_data/Boys of Autumn.mp3,David Roberts,deep soft rockyacht rock,rock
That Girl Is Gone,./audio_data/mp3_data/That Girl Is Gone.mp3,David Pack,deep soft rockyacht rock,rock
Hot Rod Hearts - Remastered,./audio_data/mp3_data/Hot Rod Hearts - Remastered.mp3,Robbie Dupree,soft rockyacht rock,rock
Hold On,./audio_data/mp3_data/Hold On.mp3,Santana,blues rockclassic rockmexican classic rock,rock
All Right,./audio_data/mp3_data/All Right.mp3,Christopher Cross,adult standardsalbum rockdiscofolk rockmellow goldnew wave popquiet stormsoft rockyacht rock,rock
Sugar and Spice (I Found Me a Girl),./audio_data/mp3_data/Sugar and Spice (I Found Me a Girl).mp3,Luther Vandross,contemporary r&bfunkneo soulquiet stormr&bsoulurban contemporary,rock
Dance with Me,./audio_data/mp3_data/Dance with Me.mp3,Orleans,album rockbubblegum popclassic rockcountry rockfolk rockmellow goldsoft rockyacht rock,rock
Love Will Find A Way,./audio_data/mp3_data/Love Will Find A Way.mp3,Pablo Cruise,country rockfolk rockmellow goldsoft rockyacht rock,rock
Paradise,./audio_data/mp3_data/Paradise.mp3,Herbie Hancock,contemporary post-bopinstrumental funkjazzjazz funkjazz fusionjazz pianouk contemporary jazz,rock
"miss you more, I'm sorry - Instrumental","./audio_data/mp3_data/miss you more, I'm sorry - Instrumental.mp3",Lee Yejoon,korean pop,pop
We'll shine brighter than any other stars,./audio_data/mp3_data/We'll shine brighter than any other stars.mp3,LeeHi,k-pop,pop
Wanna be your lover,./audio_data/mp3_data/Wanna be your lover.mp3,Monday Kiz,k-popkorean pop,pop
Your tender heart hurts me - Instrumental,./audio_data/mp3_data/Your tender heart hurts me - Instrumental.mp3,DAVICHI,k-popkorean pop,pop
Prettiest One,./audio_data/mp3_data/Prettiest One.mp3,Standing Egg,k-indiek-popkorean pop,pop
Love Love Love - Instrumental,./audio_data/mp3_data/Love Love Love - Instrumental.mp3,SEOBIN,,pop
My Love - Instrumental,./audio_data/mp3_data/My Love - Instrumental.mp3,Kim Jong Kook,k-popkorean pop,pop
Love beyond words - Instrumental,./audio_data/mp3_data/Love beyond words - Instrumental.mp3,DOKO,,pop
We'll shine brighter than any other stars - Instrumental,./audio_data/mp3_data/We'll shine brighter than any other stars - Instrumental.mp3,LeeHi,k-pop,pop
Prettiest One - Instrumental,./audio_data/mp3_data/Prettiest One - Instrumental.mp3,Standing Egg,k-indiek-popkorean pop,pop
Love beyond words - Instrumental,./audio_data/mp3_data/Love beyond words - Instrumental.mp3,KYUHYUN,k-popkorean pop,pop
Want to be happy,./audio_data/mp3_data/Want to be happy.mp3,Park Boram,k-popkorean pop,pop
"miss you more, I'm sorry","./audio_data/mp3_data/miss you more, I'm sorry.mp3",Lee Yejoon,korean pop,pop
A little more - Instrumental,./audio_data/mp3_data/A little more - Instrumental.mp3,DOYOUNG,,pop
Your tender heart hurts me,./audio_data/mp3_data/Your tender heart hurts me.mp3,DAVICHI,k-popkorean pop,pop
Love Love Love,./audio_data/mp3_data/Love Love Love.mp3,SEOBIN,,pop
Talk to me - Instrumental,./audio_data/mp3_data/Talk to me - Instrumental.mp3,KIM JAE HWAN,k-popkorean pop,pop
Love beyond words,./audio_data/mp3_data/Love beyond words.mp3,DOKO,,pop
Want to be happy - Instrumental,./audio_data/mp3_data/Want to be happy - Instrumental.mp3,Park Boram,k-popkorean pop,pop
Wanna be your lover - Instrumental,./audio_data/mp3_data/Wanna be your lover - Instrumental.mp3,Monday Kiz,k-popkorean pop,pop
Love beyond words,./audio_data/mp3_data/Love beyond words.mp3,KYUHYUN,k-popkorean pop,pop
My Love,./audio_data/mp3_data/My Love.mp3,Kim Jong Kook,k-popkorean pop,pop
A little more,./audio_data/mp3_data/A little more.mp3,DOYOUNG,,pop
Sucker,./audio_data/mp3_data/Sucker.mp3,Jonas Brothers,boy banddance poppoppost-teen pop,pop
Love Again,./audio_data/mp3_data/Love Again.mp3,Dua Lipa,dance poppopuk pop,pop
Paparazzi,./audio_data/mp3_data/Paparazzi.mp3,Lady Gaga,art popdance poppop,pop
Boss Bitch,./audio_data/mp3_data/Boss Bitch.mp3,Doja Cat,dance poppop,pop
My Head & My Heart,./audio_data/mp3_data/My Head & My Heart.mp3,Ava Max,dance poppop,pop
When I Was Your Man,./audio_data/mp3_data/When I Was Your Man.mp3,Bruno Mars,dance poppop,pop
motive (with Doja Cat),./audio_data/mp3_data/motive (with Doja Cat).mp3,Ariana Grande,dance poppop,pop
Daisy,./audio_data/mp3_data/Daisy.mp3,Ashnikko,electropopescape roompop,pop
Physical,./audio_data/mp3_data/Physical.mp3,Dua Lipa,dance poppopuk pop,pop
Sweetest Pie,./audio_data/mp3_data/Sweetest Pie.mp3,Megan Thee Stallion,dance pophouston rappoptrap queen,pop
Easy (with Kacey Musgraves feat. Mark Ronson),./audio_data/mp3_data/Easy (with Kacey Musgraves feat. Mark Ronson).mp3,Troye Sivan,australian popdance popelectropoppopviral pop,pop
How Do I Make You Love Me?,./audio_data/mp3_data/How Do I Make You Love Me.mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
Kiss Me More (feat. SZA),./audio_data/mp3_data/Kiss Me More (feat. SZA).mp3,Doja Cat,dance poppop,pop
brutal,./audio_data/mp3_data/brutal.mp3,Olivia Rodrigo,pop,pop
Break My Heart,./audio_data/mp3_data/Break My Heart.mp3,Dua Lipa,dance poppopuk pop,pop
Cool for the Summer - Sped Up (Nightcore),./audio_data/mp3_data/Cool for the Summer - Sped Up (Nightcore).mp3,Demi Lovato,dance poppoppost-teen pop,pop
Oh My God,./audio_data/mp3_data/Oh My God.mp3,Adele,british soulpoppop souluk pop,pop
Lost Cause,./audio_data/mp3_data/Lost Cause.mp3,Billie Eilish,art popelectropoppop,pop
Bang Bang,./audio_data/mp3_data/Bang Bang.mp3,will.i.am,dance poppoppop rap,pop
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,./audio_data/mp3_data/Save Your Tears (Remix) (with Ariana Grande) - Bonus Track.mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
"I am not a woman, I'm a god","./audio_data/mp3_data/I am not a woman, I'm a god.mp3",Halsey,dance popelectropopetherpopindie poptimismpop,pop
she's all i wanna be,./audio_data/mp3_data/she's all i wanna be.mp3,Tate McRae,pop,pop
Say So,./audio_data/mp3_data/Say So.mp3,Doja Cat,dance poppop,pop
Peaches (feat. Daniel Caesar & Giveon),./audio_data/mp3_data/Peaches (feat. Daniel Caesar & Giveon).mp3,Justin Bieber,canadian poppop,pop
Levitating,./audio_data/mp3_data/Levitating.mp3,Dua Lipa,dance poppopuk pop,pop
Future Starts Now,./audio_data/mp3_data/Future Starts Now.mp3,Kim Petras,art popdance popelectropopescape roompoppost-teen poptranspop,pop
As It Was,./audio_data/mp3_data/As It Was.mp3,Harry Styles,pop,pop
Freaky Deaky,./audio_data/mp3_data/Freaky Deaky.mp3,Tyga,dance pophip hoppop raprapsouthern hip hoptrap,pop
deja vu,./audio_data/mp3_data/deja vu.mp3,Olivia Rodrigo,pop,pop
Need to Know,./audio_data/mp3_data/Need to Know.mp3,Doja Cat,dance poppop,pop
LoveGame,./audio_data/mp3_data/LoveGame.mp3,Lady Gaga,art popdance poppop,pop
Heartbreak Anthem (with David Guetta & Little Mix),./audio_data/mp3_data/Heartbreak Anthem (with David Guetta & Little Mix).mp3,Galantis,dance popedmelectro housepoppop dancetropical house,pop
Circles,./audio_data/mp3_data/Circles.mp3,Post Malone,dfw rapmelodic raprap,pop
Midnight Sky,./audio_data/mp3_data/Midnight Sky.mp3,Miley Cyrus,dance poppoppost-teen pop,pop
Hallucinate,./audio_data/mp3_data/Hallucinate.mp3,Dua Lipa,dance poppopuk pop,pop
Play Date,./audio_data/mp3_data/Play Date.mp3,Melanie Martinez,alt zelectropoppop,pop
Starboy,./audio_data/mp3_data/Starboy.mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
Harleys In Hawaii,./audio_data/mp3_data/Harleys In Hawaii.mp3,Katy Perry,dance poppoppost-teen pop,pop
Only Human,./audio_data/mp3_data/Only Human.mp3,Jonas Brothers,boy banddance poppoppost-teen pop,pop
La Chica Del Bikini Azul,./audio_data/mp3_data/La Chica Del Bikini Azul.mp3,Luis Miguel,bolerolatinlatin pop,pop
Woman,./audio_data/mp3_data/Woman.mp3,Doja Cat,dance poppop,pop
Don't Start Now,./audio_data/mp3_data/Don't Start Now.mp3,Dua Lipa,dance poppopuk pop,pop
Therefore I Am,./audio_data/mp3_data/Therefore I Am.mp3,Billie Eilish,art popelectropoppop,pop
Equally Lost (feat. Doja Cat),./audio_data/mp3_data/Equally Lost (feat. Doja Cat).mp3,Tove Lo,dance popelectropopmetropopolispoppost-teen popswedish electropopswedish popswedish synthpop,pop
Rain On Me (with Ariana Grande),./audio_data/mp3_data/Rain On Me (with Ariana Grande).mp3,Lady Gaga,art popdance poppop,pop
THATS WHAT I WANT,./audio_data/mp3_data/THATS WHAT I WANT.mp3,Lil Nas X,lgbtq+ hip hoppop,pop
STAY (with Justin Bieber),./audio_data/mp3_data/STAY (with Justin Bieber).mp3,The Kid LAROI,australian hip hop,pop
Title,./audio_data/mp3_data/Title.mp3,Meghan Trainor,dance pophip poppoppost-teen pop,pop
Pretty Please,./audio_data/mp3_data/Pretty Please.mp3,Dua Lipa,dance poppopuk pop,pop
Dancing Feet (feat. DNCE),./audio_data/mp3_data/Dancing Feet (feat. DNCE).mp3,Kygo,edmpoppop dancetropical house,pop
My House,./audio_data/mp3_data/My House.mp3,Flo Rida,dance popmiami hip hoppoppop rap,pop
Hot N Cold,./audio_data/mp3_data/Hot N Cold.mp3,Katy Perry,dance poppoppost-teen pop,pop
Peaches (feat. Daniel Caesar & Giveon),./audio_data/mp3_data/Peaches (feat. Daniel Caesar & Giveon).mp3,Justin Bieber,canadian poppop,pop
Love Song,./audio_data/mp3_data/Love Song.mp3,Sara Bareilles,acoustic popdance pophollywoodlilithneo mellowpoppop rock,pop
Born This Way,./audio_data/mp3_data/Born This Way.mp3,Lady Gaga,art popdance poppop,pop
Piranha,./audio_data/mp3_data/Piranha.mp3,Cartoon,gaming edm,pop
Ride,./audio_data/mp3_data/Ride.mp3,Twenty One Pilots,modern rockrock,pop
Closer,./audio_data/mp3_data/Closer.mp3,The Chainsmokers,dance popedmelectropoppoppop dancetropical house,pop
We Don't Talk Anymore (feat. Selena Gomez),./audio_data/mp3_data/We Don't Talk Anymore (feat. Selena Gomez).mp3,Charlie Puth,dance poppopviral pop,pop
Heart Attack,./audio_data/mp3_data/Heart Attack.mp3,Demi Lovato,dance poppoppost-teen pop,pop
Leave with Me,./audio_data/mp3_data/Leave with Me.mp3,Akif,,pop
(You Drive Me) Crazy,./audio_data/mp3_data/(You Drive Me) Crazy.mp3,Britney Spears,dance poppoppost-teen pop,pop
That's My Girl,./audio_data/mp3_data/That's My Girl.mp3,Fifth Harmony,dance popgirl grouppoppost-teen poptalent show,pop
I Believe,./audio_data/mp3_data/I Believe.mp3,Jonas Brothers,boy banddance poppoppost-teen pop,pop
New Rules,./audio_data/mp3_data/New Rules.mp3,Dua Lipa,dance poppopuk pop,pop
Blinding Lights,./audio_data/mp3_data/Blinding Lights.mp3,Jacob Tillberg,gaming edm,pop
Flames,./audio_data/mp3_data/Flames.mp3,David Guetta,big roomdance popedmpoppop dancepop rap,pop
Snow (Hey Oh),./audio_data/mp3_data/Snow (Hey Oh).mp3,Red Hot Chili Peppers,alternative rockfunk metalfunk rockpermanent wave,pop
Haunt Me,./audio_data/mp3_data/Haunt Me.mp3,Kofi,canadian hip hoplovers rocktrap soul,pop
Tonight,./audio_data/mp3_data/Tonight.mp3,Alex Martura,,pop
Are You That Somebody?,./audio_data/mp3_data/Are You That Somebody.mp3,Aaliyah,contemporary r&bdance pophip popneo soulpoppop rapr&burban contemporary,pop
Butterfly Doors,./audio_data/mp3_data/Butterfly Doors.mp3,Avi,,pop
Something Just Like This,./audio_data/mp3_data/Something Just Like This.mp3,The Chainsmokers,dance popedmelectropoppoppop dancetropical house,pop
Perfect,./audio_data/mp3_data/Perfect.mp3,Ed Sheeran,popuk pop,pop
Feel It Still,./audio_data/mp3_data/Feel It Still.mp3,Portugal. The Man,indie rockmodern alternative rockmodern rockrock,pop
She Gets,./audio_data/mp3_data/She Gets.mp3,Jah-Sol,,pop
Brave,./audio_data/mp3_data/Brave.mp3,Sara Bareilles,acoustic popdance pophollywoodlilithneo mellowpoppop rock,pop
Ghost Boy,./audio_data/mp3_data/Ghost Boy.mp3,Jacob Tillberg,gaming edm,pop
GROOVEBOX 404,./audio_data/mp3_data/GROOVEBOX 404.mp3,Tian,,pop
Fancy,./audio_data/mp3_data/Fancy.mp3,Iggy Azalea,australian hip hopdance pophip poppoppop rappost-teen pop,pop
The One That Got Away,./audio_data/mp3_data/The One That Got Away.mp3,Katy Perry,dance poppoppost-teen pop,pop
Wanna Be More,./audio_data/mp3_data/Wanna Be More.mp3,YNG ONE,,pop
Stay,./audio_data/mp3_data/Stay.mp3,Naeleck,electro,pop
Red Bandanna,./audio_data/mp3_data/Red Bandanna.mp3,Peryon J Kee,,pop
Liyah (feat. Dyce Payso & DJ Fatfingaz),./audio_data/mp3_data/Liyah (feat. Dyce Payso & DJ Fatfingaz).mp3,Richie Valentino,,pop
Central Jersey,./audio_data/mp3_data/Central Jersey.mp3,Véyah,,pop
Bye Bye,./audio_data/mp3_data/Bye Bye.mp3,Izaya Tiji,pluggpluggnbvapor trap,pop
Everybody Dance Now,./audio_data/mp3_data/Everybody Dance Now.mp3,jeonghyeon,korean electronicpop edm,pop
Hokey Pokey,./audio_data/mp3_data/Hokey Pokey.mp3,D Mitch Da Messiah,,pop
Evolve,./audio_data/mp3_data/Evolve.mp3,The Disco Biscuits,jam bandjamtronicalivetronicaphilly indie,pop
Girl on Fire,./audio_data/mp3_data/Girl on Fire.mp3,Alicia Keys,hip popneo soulpopr&burban contemporary,pop
Attic,./audio_data/mp3_data/Attic.mp3,Big Beezo,,pop
Marry The Night,./audio_data/mp3_data/Marry The Night.mp3,Lady Gaga,art popdance poppop,pop
Sabrina,./audio_data/mp3_data/Sabrina.mp3,lilbubblegum,aesthetic rapsad lo-fi,pop
Bye Bye Bye,./audio_data/mp3_data/Bye Bye Bye.mp3,*NSYNC,boy banddance poppost-teen pop,pop
Never Flexin,./audio_data/mp3_data/Never Flexin.mp3,404mezzy,,pop
It Ain't Me (with Selena Gomez),./audio_data/mp3_data/It Ain't Me (with Selena Gomez).mp3,Kygo,edmpoppop dancetropical house,pop
DARKSIDE,./audio_data/mp3_data/DARKSIDE.mp3,Neoni,alt z,pop
Don't Let Me Down,./audio_data/mp3_data/Don't Let Me Down.mp3,The Chainsmokers,dance popedmelectropoppoppop dancetropical house,pop
Up,./audio_data/mp3_data/Up.mp3,Flight,texas latin rap,pop
Quagen,./audio_data/mp3_data/Quagen.mp3,Bay Swag,,pop
Roar,./audio_data/mp3_data/Roar.mp3,Katy Perry,dance poppoppost-teen pop,pop
Love/Hate,./audio_data/mp3_data/LoveHate.mp3,Millyz,boston hip hop,pop
The Greatest (feat. Kendrick Lamar),./audio_data/mp3_data/The Greatest (feat. Kendrick Lamar).mp3,Sia,australian danceaustralian poppop,pop
Fuck Love,./audio_data/mp3_data/Fuck Love.mp3,Bankrol Hayden,melodic rap,pop
The Only Exception,./audio_data/mp3_data/The Only Exception.mp3,Paramore,candy poppixiepop emopop punk,pop
Steppin,./audio_data/mp3_data/Steppin.mp3,Will Roush,deep underground hip hop,pop
...Baby One More Time,./audio_data/mp3_data/...Baby One More Time.mp3,Britney Spears,dance poppoppost-teen pop,pop
No Money,./audio_data/mp3_data/No Money.mp3,Galantis,dance popedmelectro housepoppop dancetropical house,pop
Living in Fertile Experiences,./audio_data/mp3_data/Living in Fertile Experiences.mp3,Diggis,,pop
TiK ToK,./audio_data/mp3_data/TiK ToK.mp3,Kesha,dance popelectropoppoppost-teen pop,pop
Demar Derozan Freestyle,./audio_data/mp3_data/Demar Derozan Freestyle.mp3,Flight,texas latin rap,pop
Fix You,./audio_data/mp3_data/Fix You.mp3,Coldplay,permanent wavepop,pop
Sleepless,./audio_data/mp3_data/Sleepless.mp3,Ducey Gold,,pop
How to Be a Heartbreaker,./audio_data/mp3_data/How to Be a Heartbreaker.mp3,MARINA,dance popelectropopmetropopolispopuk alternative pop,pop
Call Me Maybe,./audio_data/mp3_data/Call Me Maybe.mp3,Carly Rae Jepsen,canadian popdance popelectropoppoppost-teen pop,pop
R.T.T.B,./audio_data/mp3_data/R.T.T.B.mp3,E the profit,cincinnati rap,pop
I Knew You Were Trouble.,./audio_data/mp3_data/I Knew You Were Trouble..mp3,Taylor Swift,pop,pop
Just a Dream,./audio_data/mp3_data/Just a Dream.mp3,moss.,,pop
Be Your Man Tonight,./audio_data/mp3_data/Be Your Man Tonight.mp3,Dilan Jay,,pop
The Scientist,./audio_data/mp3_data/The Scientist.mp3,Coldplay,permanent wavepop,pop
what if?,./audio_data/mp3_data/what if.mp3,eli.,emo rapsad lo-fi,pop
Lost My Baby,./audio_data/mp3_data/Lost My Baby.mp3,Zach Paradis,,pop
The Lazy Song,./audio_data/mp3_data/The Lazy Song.mp3,Bruno Mars,dance poppop,pop
Hold Up,./audio_data/mp3_data/Hold Up.mp3,Hai Shawn Martin,,pop
Broken Love,./audio_data/mp3_data/Broken Love.mp3,Mariline,,pop
U&I,./audio_data/mp3_data/U&I.mp3,Rax,,pop
Fountain,./audio_data/mp3_data/Fountain.mp3,MackTriller,,pop
What You Like,./audio_data/mp3_data/What You Like.mp3,LouGotCash,vapor trap,pop
Lost Souls,./audio_data/mp3_data/Lost Souls.mp3,L.O.,,pop
All About You - Acoustic,./audio_data/mp3_data/All About You - Acoustic.mp3,Classified,atlantic canada hip hopcanadian hip hopcanadian old school hip hopindie pop rappop rapunderground rap,pop
Its Only Right,./audio_data/mp3_data/Its Only Right.mp3,Scotty LVX,,pop
Lazy Calm,./audio_data/mp3_data/Lazy Calm.mp3,Cocteau Twins,alternative rockart popart rockdream popethereal wavemelancholianew wavescottish indieshoegaze,pop
Afraid to Go Home,./audio_data/mp3_data/Afraid to Go Home.mp3,Hammock,ambient guitarambient post-rockambient worshipcompositional ambientpost-rockspace ambient,pop
Body Within Body,./audio_data/mp3_data/Body Within Body.mp3,Jefre Cantu-Ledesma,ambientart popdriftdronefourth worldnew isolationismoutsider housepastoralsound artwarm drone,pop
Untethering,./audio_data/mp3_data/Untethering.mp3,Sea Oleena,ambient popgauze pop,pop
Wishes.of.another.forever - Milk.Blue.Kisses,./audio_data/mp3_data/Wishes.of.another.forever - Milk.Blue.Kisses.mp3,Dead Leaf Echo,indie shoegaze,pop
4444,./audio_data/mp3_data/4444.mp3,Project AER,ambient guitar,pop
Sunbathing,./audio_data/mp3_data/Sunbathing.mp3,Lush,alternative popalternative rockbritpopdream popshoegaze,pop
Undercurrent,./audio_data/mp3_data/Undercurrent.mp3,Windy & Carl,ambientdream popdriftdroneexperimental guitarfourth worldshoegazewarm drone,pop
Wander,./audio_data/mp3_data/Wander.mp3,Threading,american shoegaze,pop
