track_name,artist_name,preview,artist_genre
Slow Hands,Niall Horan,./data/Slow Hands,dance pop pop post-teen pop
Keep Your Head Up,Andy Grammer,./data/Keep Your Head Up,dance pop modern rock neo mellow pop pop rap pop rock post-teen pop
Superman (It's Not Easy),Five For Fighting,./data/Superman (It's Not Easy),acoustic pop neo mellow piano rock pop rock
Walk Me Home,P!nk,./data/Walk Me Home,dance pop pop
Rude,MAGIC!,./data/Rude,reggae fusion
Chasing Cars,Snow Patrol,./data/Chasing Cars,irish rock modern rock neo mellow permanent wave pop rock rock
Put A Little Love On Me,Niall Horan,./data/Put A Little Love On Me,dance pop pop post-teen pop
Sign of the Times,Harry Styles,./data/Sign of the Times,pop
The Bones,Maren Morris,./data/The Bones,contemporary country country pop texas country
Home,Phillip Phillips,./data/Home,folk-pop modern rock neo mellow pop rock
Chasing After You (with Maren Morris),Ryan Hurd,./data/Chasing After You (with Maren Morris),contemporary country country country pop
Fix You,Coldplay,./data/Fix You,permanent wave pop
Marry You,Bruno Mars,./data/Marry You,dance pop pop
Take Me to Church,Hozier,./data/Take Me to Church,irish singer-songwriter pop
Your Body Is a Wonderland,John Mayer,./data/Your Body Is a Wonderland,neo mellow pop pop rock singer-songwriter
Something Just Like This,The Chainsmokers,./data/Something Just Like This,dance pop edm electropop pop pop dance tropical house
Afterglow,Ed Sheeran,./data/Afterglow,pop uk pop
July (feat. Leon Bridges),Noah Cyrus,./data/July (feat. Leon Bridges),dance pop pop post-teen pop
I Hope,Gabby Barrett,./data/I Hope,contemporary country country pop
The Middle,Zedd,./data/The Middle,complextro dance pop edm electro house electropop german techno pop pop dance pop rap tropical house
The Scientist,Coldplay,./data/The Scientist,permanent wave pop
Demons,Imagine Dragons,./data/Demons,modern rock rock
Girls Like You,Maroon 5,./data/Girls Like You,pop pop rock
Stuck with U (with Justin Bieber),Ariana Grande,./data/Stuck with U (with Justin Bieber),dance pop pop
Amazed,Lonestar,./data/Amazed,contemporary country country country road
I'm Like A Bird - Recorded at Spotify Studios NYC,Alessia Cara,./data/I'm Like A Bird - Recorded at Spotify Studios NYC,canadian contemporary r&b canadian pop dance pop electropop pop post-teen pop
Underdog,Alicia Keys,./data/Underdog,hip pop neo soul pop r&b urban contemporary
Memories,Maroon 5,./data/Memories,pop pop rock
I Guess I Just Feel Like,John Mayer,./data/I Guess I Just Feel Like,neo mellow pop pop rock singer-songwriter
Be Like That - feat. Swae Lee & Khalid,Kane Brown,./data/Be Like That - feat. Swae Lee & Khalid,black americana contemporary country country road
Ghost,Ella Henderson,./data/Ghost,dance pop pop pop dance talent show tropical house uk pop
Shape of You,Ed Sheeran,./data/Shape of You,pop uk pop
She Will Be Loved - Radio Mix,Maroon 5,./data/She Will Be Loved - Radio Mix,pop pop rock
If You Love Her,Forest Blakk,./data/If You Love Her,alt z pop pop rock
Set Fire to the Rain,Adele,./data/Set Fire to the Rain,british soul pop pop soul uk pop
Fight Song,Rachel Platten,./data/Fight Song,dance pop pop pop rock viral pop
IDK You Yet,Alexander 23,./data/IDK You Yet,alt z pop
"10,000 Hours (with Justin Bieber)",Dan + Shay,"./data/10,000 Hours (with Justin Bieber)",contemporary country country pop
Lucky,Jason Mraz,./data/Lucky,acoustic pop neo mellow pop pop rock
Free Spirit,Khalid,./data/Free Spirit,pop pop r&b
I WANNA BE YOUR SLAVE,Måneskin,./data/I WANNA BE YOUR SLAVE,indie rock italiano italian pop
Golden,Harry Styles,./data/Golden,pop
Levitating (feat. DaBaby),Dua Lipa,./data/Levitating (feat. DaBaby),dance pop pop uk pop
Stupid Love,Lady Gaga,./data/Stupid Love,art pop dance pop pop
Rasputin,Majestic,./data/Rasputin,deep groove house house pop dance uk dance
The Man,Taylor Swift,./data/The Man,pop
Juice,Lizzo,./data/Juice,dance pop escape room minnesota hip hop pop trap queen
Beggin',Måneskin,./data/Beggin',indie rock italiano italian pop
Butter,BTS,./data/Butter,k-pop k-pop boy group
Meet Me At Our Spot,THE ANXIETY,./data/Meet Me At Our Spot,modern alternative pop
Break My Heart,Dua Lipa,./data/Break My Heart,dance pop pop uk pop
Rain On Me (with Ariana Grande),Lady Gaga,./data/Rain On Me (with Ariana Grande),art pop dance pop pop
Kiss Me More (feat. SZA),Doja Cat,./data/Kiss Me More (feat. SZA),dance pop pop
Therefore I Am,Billie Eilish,./data/Therefore I Am,art pop electropop pop
Prisoner (feat. Dua Lipa),Miley Cyrus,./data/Prisoner (feat. Dua Lipa),dance pop pop post-teen pop
Dynamite,BTS,./data/Dynamite,k-pop k-pop boy group
Watermelon Sugar,Harry Styles,./data/Watermelon Sugar,pop
Physical,Dua Lipa,./data/Physical,dance pop pop uk pop
You Need To Calm Down,Taylor Swift,./data/You Need To Calm Down,pop
Blinding Lights,The Weeknd,./data/Blinding Lights,canadian contemporary r&b canadian pop pop
Kings & Queens,Ava Max,./data/Kings & Queens,dance pop pop
Say So,Doja Cat,./data/Say So,dance pop pop
Sour Candy (with BLACKPINK),Lady Gaga,./data/Sour Candy (with BLACKPINK),art pop dance pop pop
Adore You,Harry Styles,./data/Adore You,pop
my ex's best friend (with blackbear),Machine Gun Kelly,./data/my ex's best friend (with blackbear),ohio hip hop pop rap
Don't Start Now,Dua Lipa,./data/Don't Start Now,dance pop pop uk pop
Supalonely,BENEE,./data/Supalonely,alt z nz pop pop
cardigan,Taylor Swift,./data/cardigan,pop
deja vu,Olivia Rodrigo,./data/deja vu,pop
How You Like That,BLACKPINK,./data/How You Like That,k-pop k-pop girl group
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,./data/Save Your Tears (with Ariana Grande) (Remix),canadian contemporary r&b canadian pop pop
Todo De Ti,Rauw Alejandro,./data/Todo De Ti,puerto rican pop trap latino
My Head & My Heart,Ava Max,./data/My Head & My Heart,dance pop pop
MONTERO (Call Me By Your Name),Lil Nas X,./data/MONTERO (Call Me By Your Name),lgbtq+ hip hop pop
Good as Hell,Lizzo,./data/Good as Hell,dance pop escape room minnesota hip hop pop trap queen
34+35,Ariana Grande,./data/34+35,dance pop pop
telepatía,Kali Uchis,./data/telepatía,colombian pop dance pop pop r&b
High Hopes,Panic! At The Disco,./data/High Hopes,modern rock rock
bad guy,Billie Eilish,./data/bad guy,art pop electropop pop
Sunday Best,Surfaces,./data/Sunday Best,bedroom soul pop
Sucker,Jonas Brothers,./data/Sucker,boy band dance pop pop post-teen pop
Lover,Taylor Swift,./data/Lover,pop
Leave Before You Love Me (with Jonas Brothers),Marshmello,./data/Leave Before You Love Me (with Jonas Brothers),brostep dance pop edm pop pop dance progressive electro house
Kill This Love,BLACKPINK,./data/Kill This Love,k-pop k-pop girl group
Up,Cardi B,./data/Up,dance pop pop pop rap rap
Never Really Over,Katy Perry,./data/Never Really Over,dance pop pop post-teen pop
Come & Go (with Marshmello),Juice WRLD,./data/Come & Go (with Marshmello),chicago rap melodic rap
willow,Taylor Swift,./data/willow,pop
positions,Ariana Grande,./data/positions,dance pop pop
In Your Eyes,The Weeknd,./data/In Your Eyes,canadian contemporary r&b canadian pop pop
Only Human,Jonas Brothers,./data/Only Human,boy band dance pop pop post-teen pop
Boy With Luv (feat. Halsey),BTS,./data/Boy With Luv (feat. Halsey),k-pop k-pop boy group
Good Days,SZA,./data/Good Days,pop r&b
Head & Heart (feat. MNEK),Joel Corry,./data/Head & Heart (feat. MNEK),dance pop edm pop pop dance tropical house uk dance
New Light,John Mayer,./data/New Light,neo mellow pop pop rock singer-songwriter
Leave The Door Open,Bruno Mars,./data/Leave The Door Open,dance pop pop
Believer,Imagine Dragons,./data/Believer,modern rock rock
Circles,Post Malone,./data/Circles,dfw rap melodic rap rap
Heather,Conan Gray,./data/Heather,bedroom pop pop
traitor,Olivia Rodrigo,./data/traitor,pop
Higher Love,Kygo,./data/Higher Love,edm pop pop dance tropical house
DÁKITI,Bad Bunny,./data/DÁKITI,latin reggaeton trap latino
Thunder,Imagine Dragons,./data/Thunder,modern rock rock
boyfriend (with Social House),Ariana Grande,./data/boyfriend (with Social House),dance pop pop
hot girl bummer,blackbear,./data/hot girl bummer,pop pop rap
Take You Dancing,Jason Derulo,./data/Take You Dancing,dance pop pop pop rap post-teen pop
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,./data/Sunflower - Spider-Man: Into the Spider-Verse,dfw rap melodic rap rap
Put Your Records On,Ritt Momney,./data/Put Your Records On,bedroom pop indie pop
Sorry Not Sorry,Demi Lovato,./data/Sorry Not Sorry,dance pop pop post-teen pop
Youngblood,5 Seconds of Summer,./data/Youngblood,boy band dance pop electropop pop post-teen pop
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,./data/Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),dance pop dutch edm edm electro house pop pop dance progressive house tropical house
Roses - Imanbek Remix,SAINt JHN,./data/Roses - Imanbek Remix,melodic rap pop rap rap slap house trap
Dance Monkey,Tones And I,./data/Dance Monkey,australian pop pop
Be Kind (with Halsey),Marshmello,./data/Be Kind (with Halsey),brostep dance pop edm pop pop dance progressive electro house
Hold On,Justin Bieber,./data/Hold On,canadian pop pop
Hard Times,Paramore,./data/Hard Times,candy pop pixie pop emo pop punk
Born This Way,Lady Gaga,./data/Born This Way,art pop dance pop pop
She's Kinda Hot,5 Seconds of Summer,./data/She's Kinda Hot,boy band dance pop electropop pop post-teen pop
Pumped Up Kicks,Foster The People,./data/Pumped Up Kicks,indietronica modern rock pop rock rock
Shake It Off,Taylor Swift,./data/Shake It Off,pop
Shut Up and Dance,WALK THE MOON,./data/Shut Up and Dance,dance pop dance rock indie poptimism modern alternative rock modern rock pop rock rock
Cake By The Ocean,DNCE,./data/Cake By The Ocean,dance pop pop post-teen pop
Uptown Funk (feat. Bruno Mars) - Radio Edit,Mark Ronson,./data/Uptown Funk (feat. Bruno Mars) - Radio Edit,dance pop pop
I Love It (feat. Charli XCX),Icona Pop,./data/I Love It (feat. Charli XCX),candy pop dance pop edm electropop metropopolis pop pop dance swedish electropop swedish synthpop
Poker Face,Lady Gaga,./data/Poker Face,art pop dance pop pop
Out Of The Woods,Taylor Swift,./data/Out Of The Woods,pop
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,./data/Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,electro filter house
Work Bitch,Britney Spears,./data/Work Bitch,dance pop pop post-teen pop
California Gurls,Katy Perry,./data/California Gurls,dance pop pop post-teen pop
Telephone,Lady Gaga,./data/Telephone,art pop dance pop pop
She Looks So Perfect,5 Seconds of Summer,./data/She Looks So Perfect,boy band dance pop electropop pop post-teen pop
Walking On A Dream,Empire of the Sun,./data/Walking On A Dream,alternative dance australian dance australian electropop dance rock electropop indietronica neo-synthpop
Ex's & Oh's,Elle King,./data/Ex's & Oh's,modern blues rock
Moves Like Jagger,Maroon 5,./data/Moves Like Jagger,pop pop rock
Green Light,Lorde,./data/Green Light,art pop electropop metropopolis nz pop pop
Teenage Dream,Katy Perry,./data/Teenage Dream,dance pop pop post-teen pop
Look What You Made Me Do,Taylor Swift,./data/Look What You Made Me Do,pop
Little Talks,Of Monsters and Men,./data/Little Talks,folk-pop metropopolis modern rock pop rock stomp and holler
Kiss You,One Direction,./data/Kiss You,boy band pop post-teen pop talent show
Just Dance,Lady Gaga,./data/Just Dance,art pop dance pop pop
Feel It Still,Portugal. The Man,./data/Feel It Still,indie rock modern alternative rock modern rock rock
Last Friday Night (T.G.I.F.),Katy Perry,./data/Last Friday Night (T.G.I.F.),dance pop pop post-teen pop
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,./data/Lose Yourself to Dance (feat. Pharrell Williams),electro filter house
Confident,Demi Lovato,./data/Confident,dance pop pop post-teen pop
Call Me Maybe,Carly Rae Jepsen,./data/Call Me Maybe,canadian pop dance pop electropop indie poptimism pop post-teen pop
Single Ladies (Put a Ring on It),Beyoncé,./data/Single Ladies (Put a Ring on It),dance pop pop r&b
Blank Space,Taylor Swift,./data/Blank Space,pop
Party In The U.S.A.,Miley Cyrus,./data/Party In The U.S.A.,dance pop pop post-teen pop
Marry The Night,Lady Gaga,./data/Marry The Night,art pop dance pop pop
Firework,Katy Perry,./data/Firework,dance pop pop post-teen pop
Cool for the Summer,Demi Lovato,./data/Cool for the Summer,dance pop pop post-teen pop
Adventure of a Lifetime,Coldplay,./data/Adventure of a Lifetime,permanent wave pop
Mr Rock & Roll,Amy Macdonald,./data/Mr Rock & Roll,scottish singer-songwriter
TiK ToK,Kesha,./data/TiK ToK,dance pop electropop pop post-teen pop
Black Magic,Little Mix,./data/Black Magic,dance pop girl group pop post-teen pop talent show uk pop
"Happy - From ""Despicable Me 2""",Pharrell Williams,"./data/Happy - From ""Despicable Me 2""",pop rap
I Want It That Way,Backstreet Boys,./data/I Want It That Way,boy band dance pop
Bang Bang,Jessie J,./data/Bang Bang,dance pop pop pop rap post-teen pop
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,"./data/Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",dance pop pop pop rap seattle hip hop
Till the World Ends,Britney Spears,./data/Till the World Ends,dance pop pop post-teen pop
All About That Bass,Meghan Trainor,./data/All About That Bass,dance pop hip pop pop post-teen pop
S&M,Rihanna,./data/S&M,barbadian pop dance pop pop pop rap urban contemporary
Roar,Katy Perry,./data/Roar,dance pop pop post-teen pop
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"./data/CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",dance pop pop
Mercy,Duffy,./data/Mercy,british soul dance pop europop
We Are Young (feat. Janelle Monáe),fun.,./data/We Are Young (feat. Janelle Monáe),baroque pop metropopolis modern rock pop rock rock
Ride,Twenty One Pilots,./data/Ride,modern rock rock
Super Bass,Nicki Minaj,./data/Super Bass,dance pop hip pop pop pop rap queens hip hop
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,"./data/Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",dance pop edm electro house house pop pop dance pop rap progressive house uk dance
Somebody That I Used To Know,Gotye,./data/Somebody That I Used To Know,australian pop
Lips Are Movin,Meghan Trainor,./data/Lips Are Movin,dance pop hip pop pop post-teen pop
Treasure,Bruno Mars,./data/Treasure,dance pop pop
Starships,Nicki Minaj,./data/Starships,dance pop hip pop pop pop rap queens hip hop
I Really Like You,Carly Rae Jepsen,./data/I Really Like You,canadian pop dance pop electropop indie poptimism pop post-teen pop
My My My!,Troye Sivan,./data/My My My!,australian pop dance pop electropop pop viral pop
Bounce (feat. Kelis) - Radio Edit,Calvin Harris,./data/Bounce (feat. Kelis) - Radio Edit,dance pop edm electro house house pop pop dance pop rap progressive house uk dance
Can't Feel My Face,The Weeknd,./data/Can't Feel My Face,canadian contemporary r&b canadian pop pop
Boys,Charli XCX,./data/Boys,art pop candy pop dance pop electropop metropopolis pop post-teen pop uk pop
Stressed Out,Twenty One Pilots,./data/Stressed Out,modern rock rock
Fancy,Iggy Azalea,./data/Fancy,australian hip hop dance pop hip pop pop pop rap post-teen pop
Love You Like A Love Song,Selena Gomez & The Scene,./data/Love You Like A Love Song,dance pop pop post-teen pop viral pop
Problem,Ariana Grande,./data/Problem,dance pop pop
Rolling in the Deep,Adele,./data/Rolling in the Deep,british soul pop pop soul uk pop
Pompeii,Bastille,./data/Pompeii,metropopolis modern rock pop pop rock
"Hey, Soul Sister",Train,"./data/Hey, Soul Sister",dance pop neo mellow pop pop rock
Believer,Imagine Dragons,./data/Believer,modern rock rock
Sugar,Maroon 5,./data/Sugar,pop pop rock
Run the World (Girls),Beyoncé,./data/Run the World (Girls),dance pop pop r&b
"Honey, I'm Good.",Andy Grammer,"./data/Honey, I'm Good.",dance pop modern rock neo mellow pop pop rap pop rock post-teen pop
24K Magic,Bruno Mars,./data/24K Magic,dance pop pop
Boyfriend,Dove Cameron,./data/Boyfriend,pop post-teen pop
Formula,Labrinth,./data/Formula,indie poptimism pop
killer queen,Mad Tsai,./data/killer queen,alt z bedroom pop
Meant to be Yours,Jamie Muscato,./data/Meant to be Yours,broadway show tunes
Backstabber,Kesha,./data/Backstabber,dance pop electropop pop post-teen pop
Dandelions - slowed + reverb,Ruth B.,./data/Dandelions - slowed + reverb,alt z canadian contemporary r&b canadian pop pop
Birthday Cake,Dylan Conrique,./data/Birthday Cake,social media pop
Mount Everest,Labrinth,./data/Mount Everest,indie poptimism pop
this is what falling in love feels like,JVKE,./data/this is what falling in love feels like,modern indie pop
Frozen,Madonna,./data/Frozen,dance pop pop
Teacher's Pet,Melanie Martinez,./data/Teacher's Pet,alt z electropop pop
Pray,Jessie Murph,./data/Pray,alt z pop social media pop
she's all i wanna be,Tate McRae,./data/she's all i wanna be,alt z dance pop pop post-teen pop
2%,Jenna Raine,./data/2%,alt z social media pop
YES MOM,Tessa Violet,./data/YES MOM,alt z indie pop
Fat Funny Friend,Maddie Zahm,./data/Fat Funny Friend,alt z
Candy Store,Jodie Steele,./data/Candy Store,broadway show tunes
Before I Knew It,Mason Ramsey,./data/Before I Knew It,contemporary country country
Numb Little Bug,Em Beihold,./data/Numb Little Bug,alt z gen z singer-songwriter
Fast Times,Sabrina Carpenter,./data/Fast Times,alt z dance pop electropop pop post-teen pop viral pop
Hate Me If It Helps,Alexander 23,./data/Hate Me If It Helps,alt z pop
Happier Than Ever,ASTN,./data/Happier Than Ever,bedroom soul chill r&b pop
3 Nights,Dominic Fike,./data/3 Nights,alternative pop rock pop
THATS WHAT I WANT,Lil Nas X,./data/THATS WHAT I WANT,lgbtq+ hip hop pop
Light Switch,Charlie Puth,./data/Light Switch,dance pop pop viral pop
Polaroid Love,ENHYPEN,./data/Polaroid Love,anime k-pop boy group
emo girl (feat. WILLOW),Machine Gun Kelly,./data/emo girl (feat. WILLOW),ohio hip hop pop rap
Bubblegum Bitch,MARINA,./data/Bubblegum Bitch,art pop dance pop electropop metropopolis pop uk alternative pop
i h8 that i still feel bad for u,Claire Rosinkranz,./data/i h8 that i still feel bad for u,alt z indie pop modern indie pop pop
Notion,The Rare Occasions,./data/Notion,la indie
Dollhouse,Melanie Martinez,./data/Dollhouse,alt z electropop pop
911,Ellise,./data/911,alt z electropop modern rock pop social media pop
"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",Andrew Garfield,"./data/30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",hollywood pop
see you later (ten years) [feat. JVKE],Jenna Raine,./data/see you later (ten years) [feat. JVKE],alt z social media pop
"Yeh I Fuckin' Did It - From ""Euphoria"" An Original HBO Series",Labrinth,"./data/Yeh I Fuckin' Did It - From ""Euphoria"" An Original HBO Series",indie poptimism pop
Swim,Chase Atlantic,./data/Swim,pop
ur just horny,GAYLE,./data/ur just horny,modern alternative pop
Title,Meghan Trainor,./data/Title,dance pop hip pop pop post-teen pop
Therapy,Andrew Garfield,./data/Therapy,hollywood pop
Paper Rings,Taylor Swift,./data/Paper Rings,pop
To All The Boys I’ve Loved Before,Jax,./data/To All The Boys I’ve Loved Before,gen z singer-songwriter
Sunroof,Nicky Youre,./data/Sunroof,pop
Sunsetz,Cigarettes After Sex,./data/Sunsetz,ambient pop dream pop el paso indie shoegaze
Lost,Frank Ocean,./data/Lost,alternative r&b hip hop lgbtq+ hip hop neo soul pop
When You Look At Me,Sara Kays,./data/When You Look At Me,alt z gen z singer-songwriter modern indie pop pop
Billie Bossa Nova,Billie Eilish,./data/Billie Bossa Nova,art pop electropop pop
Jigsaw,Conan Gray,./data/Jigsaw,bedroom pop pop
All For Us - from the HBO Original Series Euphoria,Labrinth,./data/All For Us - from the HBO Original Series Euphoria,indie poptimism pop
Fingers Crossed,Lauren Spencer-Smith,./data/Fingers Crossed,alt z gen z singer-songwriter pop
Meet Me At Our Spot - Live,THE ANXIETY,./data/Meet Me At Our Spot - Live,modern alternative pop
I Wanna Be a Boy,Addison Grace,./data/I Wanna Be a Boy,indie pop
Fall in Love with You.,Montell Fish,./data/Fall in Love with You.,pittsburgh rap
Softcore,The Neighbourhood,./data/Softcore,modern alternative rock modern rock pop
Marlboro Nights,Lonely God,./data/Marlboro Nights,modern indie pop
Show & Tell,Melanie Martinez,./data/Show & Tell,alt z electropop pop
"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,"./data/How Long - From""Euphoria"" An HBO Original Series",art pop dance pop electropop metropopolis pop swedish electropop swedish pop swedish synthpop
abcdefu,GAYLE,./data/abcdefu,modern alternative pop
don't miss me,Claire Rosinkranz,./data/don't miss me,alt z indie pop modern indie pop pop
Underground,Cody Fry,./data/Underground,indiecoustica
Set Me Free,Joshua Bassett,./data/Set Me Free,alt z pop post-teen pop social media pop
I Love You So,The Walters,./data/I Love You So,chicago indie
Addiction,Doja Cat,./data/Addiction,dance pop pop
MIDDLE OF THE NIGHT,Elley Duhé,./data/MIDDLE OF THE NIGHT,alt z pop
Pope Is a Rockstar,SALES,./data/Pope Is a Rockstar,orlando indie
Material Girl,Saucy Santana,./data/Material Girl,trap queen viral rap
drunk text me,Lexi Jayde,./data/drunk text me,alt z social media pop
Jungle,Emma Louise,./data/Jungle,australian indie brisbane indie
God Must Hate Me,Catie Turner,./data/God Must Hate Me,alt z gen z singer-songwriter indie pop pop
All The Things She Said,t.A.T.u.,./data/All The Things She Said,dance pop girl group
Haunted,Laura Les,./data/Haunted,glitchcore hyperpop transpop
Bubble Pop Electric,Gwen Stefani,./data/Bubble Pop Electric,dance pop hip pop pop post-teen pop urban contemporary
Ghost,Confetti,./data/Ghost,la pop social media pop
masquerade,siouxxie sixxsta,./data/masquerade,glitchcore sped up
505,Arctic Monkeys,./data/505,garage rock permanent wave rock sheffield indie
Teenagers,My Chemical Romance,./data/Teenagers,emo pop punk rock
Alien Blues,Vundabar,./data/Alien Blues,boston indie indie garage rock
The Perfect Girl,Mareux,./data/The Perfect Girl,dark synthpop
Infinity,Jaymes Young,./data/Infinity,modern rock pop
Habits (Stay High),Tove Lo,./data/Habits (Stay High),art pop dance pop electropop metropopolis pop swedish electropop swedish pop swedish synthpop
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,./data/Better Days (NEIKED x Mae Muller x Polo G),scandipop
Love Grows (Where My Rosemary Goes),Edison Lighthouse,./data/Love Grows (Where My Rosemary Goes),bubblegum pop
Are You That Somebody,Aaliyah,./data/Are You That Somebody,contemporary r&b dance pop hip pop pop pop rap r&b urban contemporary
Loverboy,A-Wall,./data/Loverboy,bedroom pop
Freaks,Surf Curse,./data/Freaks,dreamo indie surf surf punk vegas indie
Heat Waves,Glass Animals,./data/Heat Waves,gauze pop indietronica shiver pop
Still into You,Paramore,./data/Still into You,candy pop pixie pop emo pop punk
Classic,MKTO,./data/Classic,dance pop pop pop rap pop rock post-teen pop
A-O-K,Tai Verdes,./data/A-O-K,modern indie pop
Don’t Forget My Love,Diplo,./data/Don’t Forget My Love,dance pop edm electro house house moombahton ninja pop pop dance tropical house
Heat Waves,Glass Animals,./data/Heat Waves,gauze pop indietronica shiver pop
Big Energy,Latto,./data/Big Energy,pop pop r&b r&b trap queen
STAY (with Justin Bieber),The Kid LAROI,./data/STAY (with Justin Bieber),australian hip hop
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,./data/Better Days (NEIKED x Mae Muller x Polo G),scandipop
Nail Tech,Jack Harlow,./data/Nail Tech,deep underground hip hop kentucky hip hop rap
Rasputin,Majestic,./data/Rasputin,deep groove house house pop dance uk dance
"bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)",Mura Masa,"./data/bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)",channel islands indie vapor soul
Closer (feat. H.E.R.),Saweetie,./data/Closer (feat. H.E.R.),cali rap dance pop pop pop rap r&b trap queen
You've Got To Let Go If You Want To Be Free,Disclosure,./data/You've Got To Let Go If You Want To Be Free,edm house pop uk dance
Rumors (feat. Cardi B),Lizzo,./data/Rumors (feat. Cardi B),dance pop escape room minnesota hip hop pop trap queen
Good Ones,Charli XCX,./data/Good Ones,art pop candy pop dance pop electropop metropopolis pop post-teen pop uk pop
Shivers,Ed Sheeran,./data/Shivers,pop uk pop
good 4 u,Olivia Rodrigo,./data/good 4 u,pop
Get Into It (Yuh),Doja Cat,./data/Get Into It (Yuh),dance pop pop
Player Of Games,Grimes,./data/Player Of Games,art pop canadian electropop dance pop electropop grave wave indietronica metropopolis pop
Therefore I Am,Billie Eilish,./data/Therefore I Am,art pop electropop pop
Believe What I Say,Kanye West,./data/Believe What I Say,chicago rap rap
Bailar Riddim,Simon Fava,./data/Bailar Riddim,funky tech house latin house
Dynamite,BTS,./data/Dynamite,k-pop k-pop boy group
Prisoner (feat. Dua Lipa),Miley Cyrus,./data/Prisoner (feat. Dua Lipa),dance pop pop post-teen pop
Watermelon Sugar,Harry Styles,./data/Watermelon Sugar,pop
Blinding Lights,The Weeknd,./data/Blinding Lights,canadian contemporary r&b canadian pop pop
Expressing What Matters,Disclosure,./data/Expressing What Matters,edm house pop uk dance
Kiss Me More (feat. SZA),Doja Cat,./data/Kiss Me More (feat. SZA),dance pop pop
Don't Start Now,Dua Lipa,./data/Don't Start Now,dance pop pop uk pop
Believer,LP Giobbi,./data/Believer,edm electro house house pop dance
Thot Shit,Megan Thee Stallion,./data/Thot Shit,dance pop houston rap pop trap queen
Take My Breath,The Weeknd,./data/Take My Breath,canadian contemporary r&b canadian pop pop
One More (feat. Nile Rodgers),SG Lewis,./data/One More (feat. Nile Rodgers),alternative r&b indie soul uk dance vapor soul
Jealousy (feat. blackbear),Mike Posner,./data/Jealousy (feat. blackbear),dance pop edm pop pop rap pop rock
Dandelion,Galantis,./data/Dandelion,dance pop edm electro house pop pop dance tropical house
Yonaguni,Bad Bunny,./data/Yonaguni,latin reggaeton trap latino
edamame (feat. Rich Brian),bbno$,./data/edamame (feat. Rich Brian),canadian hip hop dark trap vapor trap
Happy Hour,Felix Cartal,./data/Happy Hour,canadian electronic dance pop edm electro house electropop indie poptimism pop dance pop edm progressive electro house tropical house
Kiss My (Uh Oh),Anne-Marie,./data/Kiss My (Uh Oh),dance pop pop pop dance post-teen pop tropical house uk pop
Beg For You (feat. Rina Sawayama),Charli XCX,./data/Beg For You (feat. Rina Sawayama),art pop candy pop dance pop electropop metropopolis pop post-teen pop uk pop
Woman,Doja Cat,./data/Woman,dance pop pop
Time (feat. Rhye),SG Lewis,./data/Time (feat. Rhye),alternative r&b indie soul uk dance vapor soul
Build a Bitch,Bella Poarch,./data/Build a Bitch,modern alternative pop
New Love (feat. Ellie Goulding),Silk City,./data/New Love (feat. Ellie Goulding),edm
Cold Heart - PNAU Remix,Elton John,./data/Cold Heart - PNAU Remix,glam rock mellow gold piano rock
MONTERO (Call Me By Your Name),Lil Nas X,./data/MONTERO (Call Me By Your Name),lgbtq+ hip hop pop
Let's go to Hell,Tai Verdes,./data/Let's go to Hell,modern indie pop
The Flower Blooms,TOKiMONSTA,./data/The Flower Blooms,chillwave electra electronica vapor twitch wonky
Best Friend (feat. Doja Cat),Saweetie,./data/Best Friend (feat. Doja Cat),cali rap dance pop pop pop rap r&b trap queen
Need to Know,Doja Cat,./data/Need to Know,dance pop pop
Sacrifice,The Weeknd,./data/Sacrifice,canadian contemporary r&b canadian pop pop
Nobody To Love (with Loren Gray),TELYKast,./data/Nobody To Love (with Loren Gray),pop edm
34+35,Ariana Grande,./data/34+35,dance pop pop
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,./data/INDUSTRY BABY (feat. Jack Harlow),lgbtq+ hip hop pop
Streets - Disclosure Remix,Doja Cat,./data/Streets - Disclosure Remix,dance pop pop
